ReNummer;SummeNetto;MwStSatz;ZahlungsbetragBrutto;KdNr;Summenebenkosten;ReDatum;Zahlungsdatum
102989;138.00;7;147.66;81323;0.00;2025-02-19 00:00:00.000;2025-02-28 00:00:00.000
102988;1500.00;0;1500.00;80188;0.00;2025-02-19 00:00:00.000;2025-03-03 00:00:00.000
102987;1225.00;0;1225.00;79796;0.00;2025-02-19 00:00:00.000;2025-03-03 00:00:00.000
102986;250.00;0;250.00;80409;0.00;2025-02-19 00:00:00.000;2025-02-20 00:00:00.000
102985;800.00;0;0.00;79998;0.00;2025-02-19 00:00:00.000;NULL
102984;966.36;0;961.55;80242;4.71;2025-02-19 00:00:00.000;2025-03-04 00:00:00.000
102983;2790.00;7;0.00;80718;0.00;2025-02-19 00:00:00.000;NULL
102982;167.00;0;167.00;80522;0.00;2025-02-19 00:00:00.000;2025-02-25 00:00:00.000
102981;400.00;7;428.00;80343;0.00;2025-02-19 00:00:00.000;2025-02-28 00:00:00.000
102980;1333.33;0;1333.33;78695;0.00;2025-02-19 00:00:00.000;2025-03-24 00:00:00.000
102979;350.00;0;350.00;79199;0.00;2025-02-19 00:00:00.000;2025-02-24 00:00:00.000
102978;1166.67;0;1166.67;79791;0.00;2025-02-19 00:00:00.000;2025-03-19 00:00:00.000
102977;225.00;0;225.00;79150;0.00;2025-02-19 00:00:00.000;2025-02-27 00:00:00.000
102976;1000.00;0;1000.00;80970;0.00;2025-02-19 00:00:00.000;2025-03-07 00:00:00.000
102975;900.00;0;900.00;81321;0.00;2025-02-19 00:00:00.000;2025-03-05 00:00:00.000
102974;950.00;7;0.00;30218;0.00;2025-02-19 00:00:00.000;NULL
102973;750.00;0;750.00;81157;0.00;2025-02-19 00:00:00.000;2025-04-02 00:00:00.000
102972;375.00;0;375.00;81151;0.00;2025-02-19 00:00:00.000;2025-03-21 00:00:00.000
102971;1680.00;0;0.00;81137;0.00;2025-02-19 00:00:00.000;NULL
102970;181.18;0;174.14;81070;7.04;2025-02-19 00:00:00.000;2025-03-06 00:00:00.000
102969;1208.00;0;1175.07;80965;32.93;2025-02-19 00:00:00.000;2025-03-26 00:00:00.000
102968;2800.00;0;2800.00;80008;0.00;2025-02-19 00:00:00.000;2025-02-26 00:00:00.000
102967;160.00;7;171.20;10757;0.00;2025-02-19 00:00:00.000;2025-03-03 00:00:00.000
102966;3480.00;0;3480.00;79806;0.00;2025-02-19 00:00:00.000;2025-03-06 00:00:00.000
102965;2800.00;0;2800.00;79803;0.00;2025-02-19 00:00:00.000;2025-02-19 00:00:00.000
102964;150.00;0;150.00;75903;0.00;2025-02-19 00:00:00.000;2025-03-12 00:00:00.000
102963;8270.00;0;8142.04;79741;127.96;2025-02-18 00:00:00.000;2025-04-01 00:00:00.000
102962;300.00;0;300.00;78721;0.00;2025-02-20 00:00:00.000;2025-02-28 00:00:00.000
102961;8174.57;0;7435.97;79705;738.60;2025-02-19 00:00:00.000;2025-03-25 00:00:00.000
102960;2625.00;0;0.00;78771;0.00;2025-02-18 00:00:00.000;NULL
102959;495.00;7;529.65;79476;0.00;2025-02-18 00:00:00.000;2025-03-06 00:00:00.000
102958;275.00;7;294.25;79482;0.00;2025-02-18 00:00:00.000;2025-03-14 00:00:00.000
102957;1500.00;7;1605.00;12625;0.00;2025-02-18 00:00:00.000;2025-03-11 00:00:00.000
102956;391.28;0;390.19;78691;1.09;2025-02-18 00:00:00.000;2025-02-25 00:00:00.000
102955;2100.00;7;0.00;78725;0.00;2025-02-18 00:00:00.000;NULL
102954;1000.00;0;1000.00;10251;0.00;2025-02-18 00:00:00.000;2025-03-20 00:00:00.000
102953;1500.00;0;1500.00;10250;0.00;2025-02-18 00:00:00.000;2025-03-03 00:00:00.000
102952;339.00;7;362.73;20985;0.00;2025-02-18 00:00:00.000;2025-03-13 00:00:00.000
102951;1308.00;0;0.00;78570;0.00;2025-02-18 00:00:00.000;NULL
102950;2550.00;0;2550.00;78281;0.00;2025-02-18 00:00:00.000;2025-03-24 00:00:00.000
102949;240.00;7;256.80;78338;0.00;2025-02-18 00:00:00.000;2025-02-19 00:00:00.000
102948;500.00;7;535.00;10794;0.00;2025-02-18 00:00:00.000;2025-02-26 00:00:00.000
102947;650.00;7;695.50;21119;0.00;2025-02-18 00:00:00.000;2025-02-21 00:00:00.000
102946;1200.00;7;1284.00;80406;0.00;2025-02-18 00:00:00.000;2025-02-24 00:00:00.000
102945;38249.00;0;0.00;79429;0.00;2025-02-18 00:00:00.000;NULL
102944;1180.00;0;1180.00;81068;0.00;2025-02-18 00:00:00.000;2025-03-21 00:00:00.000
102943;1375.00;7;1471.25;21074;0.00;2025-02-18 00:00:00.000;2025-03-21 00:00:00.000
102942;458.33;7;490.41;20782;0.00;2025-02-18 00:00:00.000;2025-03-31 00:00:00.000
102941;4928.00;0;4928.00;80931;0.00;2025-02-17 00:00:00.000;2025-03-31 00:00:00.000
102940;250.00;7;267.50;11987;0.00;2025-02-17 00:00:00.000;2025-03-17 00:00:00.000
102939;191.00;7;204.37;10060;0.00;2025-02-07 00:00:00.000;2025-02-07 00:00:00.000
102938;600.00;0;600.00;81312;0.00;2025-02-17 00:00:00.000;2025-02-18 00:00:00.000
102937;360.00;7;385.20;20288;0.00;2025-02-20 00:00:00.000;2025-02-19 00:00:00.000
102936;168.02;0;0.00;10990;0.00;2025-02-17 00:00:00.000;NULL
102935;680.00;7;727.60;10311;0.00;2025-02-15 00:00:00.000;2025-02-27 00:00:00.000
102934;348.00;7;372.36;75097;0.00;2025-02-15 00:00:00.000;2025-02-18 00:00:00.000
102933;1000.00;0;1000.00;10251;0.00;2025-02-15 00:00:00.000;2025-03-13 00:00:00.000
102932;150.00;0;0.00;10677;0.00;2025-02-15 00:00:00.000;NULL
102931;485.00;0;485.00;78016;0.00;2025-02-15 00:00:00.000;2025-02-28 00:00:00.000
102930;3700.00;7;3959.00;75176;0.00;2025-02-15 00:00:00.000;2025-02-26 00:00:00.000
102929;1200.00;7;0.00;77869;0.00;2025-02-15 00:00:00.000;NULL
102928;500.00;7;535.00;75665;0.00;2025-02-15 00:00:00.000;2025-02-28 00:00:00.000
102927;600.00;7;642.00;12289;0.00;2025-02-15 00:00:00.000;2025-02-25 00:00:00.000
102926;3000.00;7;3210.00;30082;0.00;2025-02-15 00:00:00.000;2025-03-03 00:00:00.000
102925;11500.00;7;12305.00;30082;0.00;2025-02-15 00:00:00.000;2025-03-13 00:00:00.000
102924;300.00;7;321.00;12572;0.00;2025-02-15 00:00:00.000;2025-03-14 00:00:00.000
102923;2000.00;7;2140.00;73287;0.00;2025-02-15 00:00:00.000;2025-03-10 00:00:00.000
102922;2000.00;7;2140.00;12407;0.00;2025-02-15 00:00:00.000;2025-03-06 00:00:00.000
102921;750.00;7;802.50;20996;0.00;2025-02-15 00:00:00.000;2025-02-24 00:00:00.000
102920;750.00;7;802.50;10256;0.00;2025-02-15 00:00:00.000;2025-02-24 00:00:00.000
102919;400.00;7;428.00;12020;0.00;2025-02-15 00:00:00.000;2025-02-24 00:00:00.000
102918;1900.00;7;2033.00;20213;0.00;2025-02-15 00:00:00.000;2025-03-07 00:00:00.000
102917;2000.00;7;2140.00;10838;0.00;2025-02-15 00:00:00.000;2025-02-26 00:00:00.000
102916;350.00;7;374.50;10383;0.00;2025-02-15 00:00:00.000;2025-02-26 00:00:00.000
102915;2950.00;7;3156.60;20038;0.00;2025-02-15 00:00:00.000;2025-02-19 00:00:00.000
102914;11000.00;7;11770.00;20608;0.00;2025-02-15 00:00:00.000;2025-02-21 00:00:00.000
102913;200.00;0;200.00;73250;0.00;2025-02-15 00:00:00.000;2025-02-19 00:00:00.000
102912;400.00;7;428.00;81317;0.00;2025-02-14 00:00:00.000;2025-02-18 00:00:00.000
102911;505.32;0;0.00;10650;0.00;2025-02-14 00:00:00.000;NULL
102910;1708.00;7;1827.56;72493;0.00;2025-02-13 00:00:00.000;2025-02-27 00:00:00.000
102909;378.00;7;404.46;72493;0.00;2025-02-13 00:00:00.000;2025-03-24 00:00:00.000
102908;2366.00;7;2531.62;72493;0.00;2025-02-13 00:00:00.000;2025-02-27 00:00:00.000
102907;700.00;7;749.00;72493;0.00;2025-02-13 00:00:00.000;2025-02-27 00:00:00.000
102906;1176.00;7;1258.32;72493;0.00;2025-02-13 00:00:00.000;2025-02-27 00:00:00.000
102905;728.00;7;778.96;72493;0.00;2025-02-13 00:00:00.000;2025-02-27 00:00:00.000
102904;28.00;7;29.96;72493;0.00;2025-02-13 00:00:00.000;2025-02-27 00:00:00.000
102903;2200.00;0;2200.00;30137;0.00;2025-02-13 00:00:00.000;2025-02-28 00:00:00.000
102902;1325.00;7;1417.75;10905;0.00;2025-02-13 00:00:00.000;2025-02-27 00:00:00.000
102901;200.00;7;214.00;20020;0.00;2025-02-13 00:00:00.000;2025-02-19 00:00:00.000
102900;3500.00;7;3745.00;20020;0.00;2025-02-13 00:00:00.000;2025-02-26 00:00:00.000
102899;2000.00;7;2140.00;11190;0.00;2025-02-13 00:00:00.000;2025-02-20 00:00:00.000
102898;3718.00;7;3978.00;79691;0.00;2025-02-13 00:00:00.000;2025-03-12 00:00:00.000
102897;2852.82;0;0.00;12209;0.00;2025-02-13 00:00:00.000;NULL
102896;99.60;0;99.60;78096;0.00;2025-02-13 00:00:00.000;2025-03-10 00:00:00.000
102895;633.53;0;633.53;81319;0.00;2025-02-13 00:00:00.000;2025-03-13 00:00:00.000
102894;60.21;0;60.21;80244;0.00;2025-02-13 00:00:00.000;2025-03-24 00:00:00.000
102893;394.20;0;335.07;80820;59.13;2025-02-13 00:00:00.000;2025-04-02 00:00:00.000
102892;628.85;0;597.41;11525;31.44;2025-02-13 00:00:00.000;2025-02-26 00:00:00.000
102891;54.16;0;54.16;81316;0.00;2025-02-13 00:00:00.000;2025-02-14 00:00:00.000
102890;8810.00;0;0.00;80622;0.00;2025-02-13 00:00:00.000;NULL
102889;201.25;0;224.80;79096;0.00;2025-02-13 00:00:00.000;2025-01-28 00:00:00.000
102888;140.00;7;149.80;20524;0.00;2025-02-12 00:00:00.000;2025-02-17 00:00:00.000
102887;2760.00;0;2760.00;80528;0.00;2025-02-12 00:00:00.000;2025-02-17 00:00:00.000
102886;5900.00;7;6313.00;12598;0.00;2025-02-12 00:00:00.000;2025-02-28 00:00:00.000
102885;1432.40;0;0.00;80467;0.00;2025-02-19 00:00:00.000;NULL
102884;125.00;7;133.75;20983;0.00;2025-01-31 00:00:00.000;2025-02-13 00:00:00.000
102883;1227.00;7;1312.89;79666;0.00;2025-02-12 00:00:00.000;2025-02-12 00:00:00.000
102882;54.05;0;0.00;79944;0.00;2025-02-12 00:00:00.000;2025-03-14 00:00:00.000
102881;45.00;7;48.15;10231;0.00;2025-02-12 00:00:00.000;2025-02-12 00:00:00.000
102880;410.13;0;397.98;80401;12.15;2025-02-12 00:00:00.000;2025-02-28 00:00:00.000
102879;2565.00;7;2744.55;78750;0.00;2025-02-12 00:00:00.000;2025-03-10 00:00:00.000
102878;187.50;7;200.63;20843;0.00;2025-02-12 00:00:00.000;2025-03-03 00:00:00.000
102877;192.00;7;205.44;10207;0.00;2025-02-12 00:00:00.000;2025-02-14 00:00:00.000
102876;1425.00;0;1425.00;81311;0.00;2025-02-11 00:00:00.000;2025-02-17 00:00:00.000
102875;10701.20;0;0.00;78911;0.00;2025-02-11 00:00:00.000;NULL
102874;240.00;7;256.80;12034;0.00;2025-02-11 00:00:00.000;2025-02-20 00:00:00.000
102873;425.00;7;454.75;10183;0.00;2025-02-11 00:00:00.000;2025-02-27 00:00:00.000
102872;405.00;7;0.00;20080;0.00;2025-02-11 00:00:00.000;NULL
102871;210.00;7;0.00;81309;0.00;2025-02-11 00:00:00.000;NULL
102870;339.00;7;362.73;20143;0.00;2025-02-11 00:00:00.000;2025-02-18 00:00:00.000
102869;1830.00;0;1830.00;78281;0.00;2025-02-11 00:00:00.000;2025-03-14 00:00:00.000
102868;350.00;0;339.14;80348;10.86;2025-02-11 00:00:00.000;2025-02-27 00:00:00.000
102867;139.50;7;149.27;20843;0.00;2025-02-11 00:00:00.000;2025-03-03 00:00:00.000
102866;20.00;7;21.40;10369;0.00;2025-02-05 00:00:00.000;2025-02-07 00:00:00.000
102865;420.00;7;449.40;81066;0.00;2025-02-11 00:00:00.000;2025-02-14 00:00:00.000
102864;3500.00;0;3500.00;80593;0.00;2025-02-11 00:00:00.000;2025-02-19 00:00:00.000
102863;10440.00;0;0.00;81300;0.00;2025-02-10 00:00:00.000;NULL
102862;175.00;7;187.25;79250;0.00;2025-02-10 00:00:00.000;2025-02-18 00:00:00.000
102861;1295.00;7;1385.65;79250;0.00;2025-02-10 00:00:00.000;2025-02-18 00:00:00.000
102860;1300.00;0;0.00;81262;0.00;2025-02-10 00:00:00.000;NULL
102859;5280.00;0;5280.00;81240;0.00;2025-02-10 00:00:00.000;2025-02-17 00:00:00.000
102858;700.00;7;749.00;79682;0.00;2025-02-10 00:00:00.000;2025-02-11 00:00:00.000
102857;360.00;7;385.20;10411;0.00;2025-02-10 00:00:00.000;2025-02-04 00:00:00.000
102856;40.00;7;42.80;12672;0.00;2025-02-06 00:00:00.000;2025-02-07 00:00:00.000
102855;2250.00;7;2407.50;10813;0.00;2025-01-31 00:00:00.000;2025-02-05 00:00:00.000
102854;25.00;7;26.75;10509;0.00;2025-01-31 00:00:00.000;2025-02-07 00:00:00.000
102853;111.00;7;118.78;12122;0.00;2025-01-31 00:00:00.000;2025-02-06 00:00:00.000
102852;37.00;7;39.59;12122;0.00;2025-01-31 00:00:00.000;2025-02-06 00:00:00.000
102851;407.00;7;435.52;12122;0.00;2025-01-31 00:00:00.000;2025-02-06 00:00:00.000
102850;55.50;7;59.39;12122;0.00;2025-01-31 00:00:00.000;2025-02-06 00:00:00.000
102849;55.50;7;59.39;10237;0.00;2025-01-31 00:00:00.000;2025-02-06 00:00:00.000
102848;111.00;7;118.77;10237;0.00;2025-01-31 00:00:00.000;2025-02-06 00:00:00.000
102847;402.00;7;430.14;10231;0.00;2025-02-05 00:00:00.000;2025-02-05 00:00:00.000
102846;334.00;7;357.38;79666;0.00;2025-02-05 00:00:00.000;2025-02-05 00:00:00.000
102845;36.00;7;38.52;20018;0.00;2025-02-06 00:00:00.000;2025-02-07 00:00:00.000
102844;220.00;7;235.40;20197;0.00;2025-02-06 00:00:00.000;2025-02-07 00:00:00.000
102843;36.00;7;38.52;10292;0.00;2025-02-06 00:00:00.000;2025-02-07 00:00:00.000
102842;54.00;7;57.78;10292;0.00;2025-02-06 00:00:00.000;2025-02-07 00:00:00.000
102841;446.00;7;477.22;10292;0.00;2025-02-06 00:00:00.000;2025-02-07 00:00:00.000
102840;38.35;7;41.03;20122;0.00;2025-02-06 00:00:00.000;2025-02-07 00:00:00.000
102839;15.00;7;16.05;20018;0.00;2025-02-06 00:00:00.000;2025-02-07 00:00:00.000
102838;1260.00;7;1348.20;20213;0.00;2025-02-05 00:00:00.000;2025-02-06 00:00:00.000
102837;155.89;0;155.00;80950;0.89;2025-02-07 00:00:00.000;2025-02-10 00:00:00.000
102836;300.00;7;321.00;10495;0.00;2025-02-05 00:00:00.000;2025-02-07 00:00:00.000
102835;38.35;7;41.03;10669;0.00;2025-02-04 00:00:00.000;2025-02-06 00:00:00.000
102834;558.00;7;597.06;20137;0.00;2025-02-07 00:00:00.000;2025-02-12 00:00:00.000
102833;629.56;0;622.24;81296;7.32;2025-02-07 00:00:00.000;2025-02-10 00:00:00.000
102832;55.00;0;55.00;78279;0.00;2025-02-06 00:00:00.000;2025-02-04 00:00:00.000
102831;359.66;0;355.23;80614;4.43;2025-02-06 00:00:00.000;2025-02-20 00:00:00.000
102830;901.38;0;860.79;81292;40.59;2025-02-06 00:00:00.000;2025-03-11 00:00:00.000
102829;706.30;0;706.30;75564;0.00;2025-02-06 00:00:00.000;2025-01-31 00:00:00.000
102828;8480.00;0;8470.00;79396;10.00;2025-02-06 00:00:00.000;2025-03-10 00:00:00.000
102827;280.00;7;299.60;11981;0.00;2025-02-05 00:00:00.000;2025-02-06 00:00:00.000
102826;2184.00;0;2184.00;78096;0.00;2025-02-06 00:00:00.000;2025-03-10 00:00:00.000
102825;321.39;0;305.32;20585;16.07;2025-02-06 00:00:00.000;2025-03-19 00:00:00.000
102824;360.00;7;385.20;20288;0.00;2025-02-06 00:00:00.000;2025-02-10 00:00:00.000
102823;12.09;0;0.00;81294;0.00;2025-03-11 00:00:00.000;NULL
102822;5000.00;0;5000.00;80389;0.00;2025-02-06 00:00:00.000;2025-03-10 00:00:00.000
102821;12500.00;0;0.00;79751;0.00;2025-02-06 00:00:00.000;NULL
102820;1100.00;7;1177.00;78727;0.00;2025-02-06 00:00:00.000;2025-03-31 00:00:00.000
102819;48.00;7;51.36;10207;0.00;2025-02-05 00:00:00.000;2025-02-07 00:00:00.000
102818;2350.00;7;2514.50;10154;0.00;2025-02-05 00:00:00.000;2025-02-19 00:00:00.000
102817;240.00;0;240.00;80518;0.00;2025-02-05 00:00:00.000;2025-04-01 00:00:00.000
102816;300.81;0;276.06;79699;24.75;2025-02-05 00:00:00.000;2025-02-10 00:00:00.000
102815;625.00;0;625.00;79026;0.00;2025-02-05 00:00:00.000;2025-03-14 00:00:00.000
102814;420.00;0;420.00;80843;0.00;2025-02-05 00:00:00.000;2025-02-13 00:00:00.000
102813;1685.00;0;0.00;80876;0.00;2025-02-05 00:00:00.000;NULL
102812;540.00;7;577.80;20524;0.00;2025-02-05 00:00:00.000;2025-02-07 00:00:00.000
102811;333.33;0;333.33;80875;0.00;2025-02-05 00:00:00.000;2025-02-26 00:00:00.000
102810;1000.00;0;1000.00;80837;0.00;2025-02-05 00:00:00.000;2025-03-10 00:00:00.000
102809;625.00;0;625.00;80562;0.00;2025-02-05 00:00:00.000;2025-02-10 00:00:00.000
102808;1050.00;0;1050.00;80598;0.00;2025-02-05 00:00:00.000;2025-03-28 00:00:00.000
102807;2917.00;0;2917.00;79222;0.00;2025-02-05 00:00:00.000;2025-02-27 00:00:00.000
102806;642.00;0;0.00;80201;0.00;2025-02-05 00:00:00.000;NULL
102805;292.00;0;292.00;79631;0.00;2025-02-05 00:00:00.000;2025-02-17 00:00:00.000
102804;1103.00;0;1097.27;79497;5.73;2025-02-05 00:00:00.000;2025-02-07 00:00:00.000
102803;60.00;7;64.20;75595;0.00;2025-02-05 00:00:00.000;2025-02-06 00:00:00.000
102802;240.00;0;240.00;79046;0.00;2025-02-05 00:00:00.000;2025-02-05 00:00:00.000
102801;5180.00;7;5542.60;20020;0.00;2025-02-05 00:00:00.000;2025-02-12 00:00:00.000
102800;336.00;7;359.52;10775;0.00;2025-02-04 00:00:00.000;2025-02-06 00:00:00.000
102799;78.00;7;83.46;10509;0.00;2025-01-29 00:00:00.000;2025-02-07 00:00:00.000
102798;120.00;7;128.40;10375;0.00;2025-01-31 00:00:00.000;2025-02-04 00:00:00.000
102797;60.00;7;64.20;70658;0.00;2025-02-04 00:00:00.000;2025-02-04 00:00:00.000
102796;1447.00;0;1447.02;21048;-0.02;2025-02-05 00:00:00.000;2025-02-21 00:00:00.000
102795;3000.00;7;0.00;81187;0.00;2025-02-05 00:00:00.000;NULL
102794;1190.00;7;1273.30;20610;0.00;2025-02-04 00:00:00.000;2025-02-12 00:00:00.000
102793;480.86;0;465.92;79945;14.94;2025-02-04 00:00:00.000;2025-03-10 00:00:00.000
102792;13825.00;0;13797.02;80698;27.98;2025-02-04 00:00:00.000;2025-02-14 00:00:00.000
102791;1983.58;0;1943.14;81047;40.44;2025-02-04 00:00:00.000;2025-03-04 00:00:00.000
102790;7900.00;7;8453.00;20908;0.00;2025-02-04 00:00:00.000;2025-02-13 00:00:00.000
102789;126.00;7;134.82;79475;0.00;2025-02-04 00:00:00.000;2025-01-20 00:00:00.000
102788;7311.37;19;8700.53;40003;0.00;2025-01-31 00:00:00.000;2025-02-04 00:00:00.000
102787;75.00;7;80.25;75103;0.00;2025-02-03 00:00:00.000;2025-02-10 00:00:00.000
102786;324.00;7;346.68;76875;0.00;2025-02-03 00:00:00.000;2025-02-17 00:00:00.000
102785;3000.00;0;3000.00;20013;0.00;2025-02-03 00:00:00.000;2025-02-12 00:00:00.000
102784;500.00;0;500.00;20013;0.00;2025-02-03 00:00:00.000;2025-02-27 00:00:00.000
102783;1100.00;0;1100.00;20013;0.00;2025-02-03 00:00:00.000;2025-02-27 00:00:00.000
102782;1400.00;7;1498.00;20013;0.00;2025-02-03 00:00:00.000;2025-02-27 00:00:00.000
102781;29.00;7;31.03;10270;0.00;2025-01-31 00:00:00.000;2025-02-05 00:00:00.000
102780;100.00;7;107.00;10113;0.00;2025-02-03 00:00:00.000;2025-02-28 00:00:00.000
102779;3600.00;7;3852.00;20013;0.00;2025-02-03 00:00:00.000;2025-02-27 00:00:00.000
102778;180.00;7;192.60;20485;0.00;2025-01-31 00:00:00.000;2025-02-13 00:00:00.000
102777;2760.00;0;2760.00;80528;0.00;2025-01-31 00:00:00.000;2025-02-17 00:00:00.000
102776;5200.00;0;0.00;80227;0.00;2025-01-31 00:00:00.000;NULL
102775;585.00;7;625.95;10383;0.00;2025-02-03 00:00:00.000;2025-02-07 00:00:00.000
102774;975.00;7;0.00;73187;0.00;2025-02-02 00:00:00.000;NULL
102773;75.00;7;0.00;73187;0.00;2025-02-02 00:00:00.000;NULL
102772;58.00;7;62.06;76171;0.00;2025-02-02 00:00:00.000;2025-02-20 00:00:00.000
102771;1073.00;7;1148.11;79666;0.00;2025-01-29 00:00:00.000;2025-01-29 00:00:00.000
102770;1250.00;7;1337.50;20996;0.00;2025-01-30 00:00:00.000;2025-02-04 00:00:00.000
102769;320.00;7;342.40;20251;0.00;2024-12-31 00:00:00.000;2025-01-13 00:00:00.000
102768;300.00;0;300.00;79829;0.00;2025-01-30 00:00:00.000;2025-02-24 00:00:00.000
102767;386.50;0;386.50;21023;0.00;2025-01-30 00:00:00.000;2025-02-17 00:00:00.000
102766;306.38;0;306.38;21023;0.00;2025-01-30 00:00:00.000;2025-02-24 00:00:00.000
102765;440.00;7;0.00;80535;0.00;2025-01-30 00:00:00.000;NULL
102764;208.25;0;208.25;80028;0.00;2025-01-29 00:00:00.000;2025-02-28 00:00:00.000
102763;28984.00;0;29318.48;78962;-334.48;2025-01-29 00:00:00.000;2025-02-03 00:00:00.000
102762;3234.82;0;3054.94;79705;179.88;2025-01-29 00:00:00.000;2025-03-04 00:00:00.000
102761;400.00;0;377.96;81226;22.04;2025-02-01 00:00:00.000;2025-03-03 00:00:00.000
102760;1500.00;0;1500.00;81227;0.00;2025-02-01 00:00:00.000;2025-02-10 00:00:00.000
102759;2000.00;0;2000.00;81170;0.00;2025-02-01 00:00:00.000;2025-02-17 00:00:00.000
102758;375.00;0;0.00;81097;0.00;2025-02-01 00:00:00.000;NULL
102757;200.00;0;191.64;79630;8.36;2025-02-01 00:00:00.000;2025-02-18 00:00:00.000
102756;145.00;0;145.00;81044;0.00;2025-02-01 00:00:00.000;2025-02-17 00:00:00.000
102755;700.00;0;0.00;80918;0.00;2025-02-01 00:00:00.000;NULL
102754;1500.00;0;1500.00;80847;0.00;2025-02-01 00:00:00.000;2025-02-20 00:00:00.000
102753;500.00;7;535.00;80531;0.00;2025-02-01 00:00:00.000;2025-03-07 00:00:00.000
102752;0.00;0;0.00;78558;0.00;2025-02-01 00:00:00.000;NULL
102751;208.00;0;208.00;79348;0.00;2025-02-01 00:00:00.000;2025-03-03 00:00:00.000
102750;2400.00;7;0.00;20650;0.00;2025-02-01 00:00:00.000;NULL
102749;100.00;0;100.00;80190;0.00;2025-02-01 00:00:00.000;2025-03-28 00:00:00.000
102748;800.00;7;856.00;10384;0.00;2025-02-01 00:00:00.000;2025-02-11 00:00:00.000
102747;195.00;7;208.65;12053;0.00;2025-02-01 00:00:00.000;2025-02-03 00:00:00.000
102746;1042.00;7;1114.94;10290;0.00;2025-02-01 00:00:00.000;2025-02-11 00:00:00.000
102745;1300.00;7;1391.00;20697;0.00;2025-02-01 00:00:00.000;2025-03-19 00:00:00.000
102744;2500.00;7;2675.00;10049;0.00;2025-02-01 00:00:00.000;2025-02-13 00:00:00.000
102743;166.00;0;0.00;79560;0.00;2025-02-01 00:00:00.000;NULL
102742;1000.00;7;1070.00;75752;0.00;2025-02-01 00:00:00.000;2025-02-05 00:00:00.000
102741;23000.00;7;24610.00;10039;0.00;2025-02-01 00:00:00.000;2025-02-14 00:00:00.000
102740;400.00;7;428.00;78020;0.00;2025-02-01 00:00:00.000;2025-02-24 00:00:00.000
102739;2500.00;7;2675.00;20827;0.00;2025-02-01 00:00:00.000;2025-02-21 00:00:00.000
102738;3000.00;7;0.00;79341;0.00;2025-02-01 00:00:00.000;NULL
102737;155.95;7;166.87;79210;0.00;2025-02-01 00:00:00.000;2025-02-05 00:00:00.000
102736;495.00;0;495.00;72631;0.00;2025-02-01 00:00:00.000;2025-03-04 00:00:00.000
102735;100.00;0;0.00;79148;0.00;2025-02-01 00:00:00.000;NULL
102734;1200.00;0;1200.00;79149;0.00;2025-02-01 00:00:00.000;2025-03-04 00:00:00.000
102733;1450.00;7;1551.50;78751;0.00;2025-02-01 00:00:00.000;2025-01-30 00:00:00.000
102732;600.00;7;642.00;79041;0.00;2025-02-01 00:00:00.000;2025-02-26 00:00:00.000
102731;540.00;7;577.80;81270;0.00;2025-02-01 00:00:00.000;2025-01-29 00:00:00.000
102730;356.89;0;0.00;80566;0.00;2025-01-28 00:00:00.000;NULL
102729;1700.00;7;1819.00;76875;0.00;2025-02-01 00:00:00.000;2025-02-17 00:00:00.000
102728;900.00;7;963.00;12367;0.00;2025-01-28 00:00:00.000;2025-02-24 00:00:00.000
102727;150.00;7;160.50;81268;0.00;2025-01-28 00:00:00.000;2025-01-30 00:00:00.000
102726;475.00;7;508.25;74026;0.00;2025-02-01 00:00:00.000;2025-02-10 00:00:00.000
102725;600.00;7;642.00;73561;0.00;2025-02-01 00:00:00.000;2025-02-12 00:00:00.000
102724;380.00;0;380.00;11194;0.00;2025-02-01 00:00:00.000;2025-02-04 00:00:00.000
102723;375.00;7;401.25;78666;0.00;2025-02-01 00:00:00.000;2025-02-07 00:00:00.000
102722;28500.00;7;30495.00;78468;0.00;2025-02-01 00:00:00.000;2025-02-03 00:00:00.000
102721;316.00;7;338.12;20743;0.00;2025-02-01 00:00:00.000;2025-01-31 00:00:00.000
102720;1550.00;0;1550.00;10616;0.00;2025-02-01 00:00:00.000;2025-03-04 00:00:00.000
102719;3599.00;7;3850.93;20080;0.00;2025-02-01 00:00:00.000;2025-02-07 00:00:00.000
102718;1700.00;7;1819.00;12603;0.00;2025-02-01 00:00:00.000;2025-02-06 00:00:00.000
102717;5750.00;7;6152.50;20267;0.00;2025-02-01 00:00:00.000;2025-02-13 00:00:00.000
102716;9500.00;7;0.00;20731;0.00;2025-02-01 00:00:00.000;NULL
102715;4800.00;7;5136.00;73221;0.00;2025-02-01 00:00:00.000;2025-02-05 00:00:00.000
102714;90.00;0;90.00;81246;0.00;2025-01-28 00:00:00.000;2025-01-28 00:00:00.000
102713;1950.00;7;2086.50;12132;0.00;2025-02-01 00:00:00.000;2025-01-28 00:00:00.000
102712;500.00;7;535.00;72944;0.00;2025-02-01 00:00:00.000;2025-02-07 00:00:00.000
102711;700.00;7;0.00;77680;0.00;2025-02-01 00:00:00.000;NULL
102710;1750.00;7;1872.50;10952;0.00;2025-02-01 00:00:00.000;2025-01-30 00:00:00.000
102709;805.00;7;861.35;77174;0.00;2025-02-01 00:00:00.000;2025-02-12 00:00:00.000
102708;1250.00;7;1337.50;75745;0.00;2025-02-01 00:00:00.000;2025-02-12 00:00:00.000
102707;360.00;7;385.20;11918;0.00;2025-01-28 00:00:00.000;2025-02-06 00:00:00.000
